case,name,timestamp,resource,cost
ORD-1121,In Transit,2025-03-03 18:14,DHL,35.21
ORD-1121,Delivered,2025-03-04 2:14,DHL,17.83
ORD-1121,Delivery Confirmed,2025-03-04 7:14,System Auto,5.11
ORD-1122,Order Placed,2025-03-18 21:00,Customer Service,4.93
ORD-1122,Order Confirmed,2025-03-18 21:19,System Auto,8.7
ORD-1122,Payment Processed,2025-03-18 22:10,Finance Team,14.4
ORD-1122,Inventory Checked,2025-03-18 23:03,Warehouse System,5.04
ORD-1122,Order Picked,2025-03-19 6:00,Picker B,10.83
ORD-1122,Quality Inspection,2025-03-19 7:32,QC Inspector B,4.51
ORD-1122,Order Packed,2025-03-19 8:28,Packer A,10.35
ORD-1122,Shipping Label Generated,2025-03-19 8:43,Logistics Coord,7.21
ORD-1122,Dispatched to Carrier,2025-03-19 12:16,Dispatch Team B,7.56
ORD-1122,In Transit,2025-03-20 13:16,DHL,34.05
ORD-1122,Delivered,2025-03-20 16:16,FedEx,43.64
ORD-1122,Delivery Confirmed,2025-03-21 1:16,System Auto,4.32
ORD-1123,Order Placed,2025-01-14 1:00,Web Portal,12.82
ORD-1123,Order Confirmed,2025-01-14 1:21,System Auto,12.28
ORD-1123,Payment Processed,2025-01-14 2:40,Finance Team,11.65
ORD-1123,Inventory Checked,2025-01-14 3:44,Warehouse System,8.5
ORD-1123,Out of Stock,2025-01-14 8:44,Warehouse System,9.98
ORD-1123,Backorder Placed,2025-01-14 10:44,Procurement Team,6.19
ORD-1123,Stock Replenished,2025-01-18 12:44,Procurement Team,7.24
ORD-1123,Order Picked,2025-01-18 17:20,Picker A,6.25
ORD-1123,Quality Inspection,2025-01-18 18:34,QC Inspector A,10.11
ORD-1123,Order Packed,2025-01-18 20:02,Packer C,2.9
ORD-1123,Shipping Label Generated,2025-01-18 20:23,Shipping System,6.97
ORD-1123,Dispatched to Carrier,2025-01-18 22:24,Dispatch Team A,11.17
ORD-1123,In Transit,2025-01-21 23:24,FedEx,6.82
ORD-1123,Delivered,2025-01-22 15:24,DHL,7.83
ORD-1123,Delivery Confirmed,2025-01-23 15:24,System Auto,1.12
ORD-1124,Order Placed,2025-02-05 6:00,Mobile App,6.13
ORD-1124,Order Confirmed,2025-02-05 6:30,Sales Agent A,13.28
ORD-1124,Payment Processed,2025-02-05 6:40,Finance Team,2
ORD-1124,Inventory Checked,2025-02-05 9:03,Inventory Clerk B,12.53
ORD-1124,Order Picked,2025-02-05 16:25,Picker C,8.89
ORD-1124,Quality Inspection,2025-02-05 17:47,QC Inspector A,5.96
ORD-1124,Order Packed,2025-02-05 18:45,Packer B,9.02
ORD-1124,Shipping Label Generated,2025-02-05 18:52,Logistics Coord,5.96
ORD-1124,Dispatched to Carrier,2025-02-05 21:16,Dispatch Team B,5.62
ORD-1124,In Transit,2025-02-08 5:16,FedEx,40.67
ORD-1124,Delivered,2025-02-09 1:16,DHL,27.58
ORD-1124,Delivery Confirmed,2025-02-09 10:16,Customer Service,2.9
ORD-1125,Order Placed,2025-01-14 3:00,Mobile App,3.57
ORD-1125,Order Confirmed,2025-01-14 3:06,System Auto,5.75
ORD-1125,Payment Processed,2025-01-14 4:42,Payment Gateway,10.09
ORD-1125,Inventory Checked,2025-01-14 6:38,Inventory Clerk A,10.94
ORD-1125,Order Picked,2025-01-14 10:59,Robot Picker,7.45
ORD-1125,Quality Inspection,2025-01-14 12:24,QC Inspector A,9.89
ORD-1125,Order Packed,2025-01-14 13:26,Packer A,4.03
ORD-1125,Shipping Label Generated,2025-01-14 13:35,Shipping System,2.45
ORD-1125,Dispatched to Carrier,2025-01-14 18:27,Dispatch Team A,13.42
ORD-1125,In Transit,2025-01-16 0:27,DHL,12.49
ORD-1125,Delivered,2025-01-16 6:27,Local Courier,48.12
ORD-1125,Delivery Confirmed,2025-01-17 21:27,System Auto,13.24
ORD-1126,Order Placed,2025-02-18 9:00,Mobile App,9.29
ORD-1126,Order Confirmed,2025-02-18 9:16,Sales Agent A,2.97
ORD-1126,Order Cancelled,2025-02-18 16:16,Customer Service,12.02
ORD-1126,Refund Initiated,2025-02-18 19:16,Finance Team,2.93
ORD-1127,Order Placed,2025-02-28 11:00,Customer Service,9.06
ORD-1127,Order Confirmed,2025-02-28 11:08,Sales Agent A,6.09
ORD-1127,Payment Processed,2025-02-28 11:26,Payment Gateway,3.43
ORD-1127,Inventory Checked,2025-02-28 13:45,Inventory Clerk B,6.59
ORD-1127,Order Picked,2025-02-28 15:16,Picker A,3.07
ORD-1127,Quality Inspection,2025-02-28 16:44,QC Inspector A,13.23
ORD-1127,Order Packed,2025-02-28 18:02,Packer C,11.41
ORD-1127,Shipping Label Generated,2025-02-28 18:09,Logistics Coord,10.06
ORD-1127,Dispatched to Carrier,2025-02-28 23:47,Dispatch Team A,13.51
ORD-1127,In Transit,2025-03-05 14:47,Local Courier,34.22
ORD-1127,Delivery Failed,2025-03-06 7:47,FedEx,5.87
ORD-1127,Rescheduled Delivery,2025-03-06 21:47,Logistics Coord,3.83
ORD-1127,In Transit,2025-03-11 15:47,FedEx,40.53
ORD-1127,Delivered,2025-03-12 4:47,FedEx,31.51
ORD-1127,Delivery Confirmed,2025-03-14 4:47,System Auto,6.67
ORD-1128,Order Placed,2025-02-13 10:00,Web Portal,13.7
ORD-1128,Order Confirmed,2025-02-13 10:03,Sales Agent A,9.18
ORD-1128,Payment Processed,2025-02-13 11:17,Finance Team,4.24
ORD-1128,Inventory Checked,2025-02-13 11:28,Inventory Clerk B,11.28
ORD-1128,Order Picked,2025-02-13 11:46,Picker A,8.04
ORD-1128,Quality Inspection,2025-02-13 12:44,QC Inspector A,10.47
ORD-1128,Order Packed,2025-02-13 13:34,Packer B,5.75
ORD-1128,Shipping Label Generated,2025-02-13 13:43,Logistics Coord,9.95
ORD-1128,Dispatched to Carrier,2025-02-13 16:22,Dispatch Team B,12.9
ORD-1128,In Transit,2025-02-16 10:22,Local Courier,21.45
ORD-1128,Delivered,2025-02-16 19:22,Local Courier,22.89
ORD-1128,Delivery Confirmed,2025-02-17 9:22,Customer Service,8.51
ORD-1129,Order Placed,2025-03-24 8:00,Customer Service,8.55
ORD-1129,Order Confirmed,2025-03-24 8:09,Sales Agent A,8.88
ORD-1129,Payment Processed,2025-03-24 9:53,Finance Team,11.17
ORD-1129,Inventory Checked,2025-03-24 12:51,Warehouse System,11.34
ORD-1129,Order Picked,2025-03-24 16:54,Picker B,1.95
ORD-1129,Quality Inspection,2025-03-24 18:09,QC Inspector B,11.9
ORD-1129,Order Packed,2025-03-24 19:29,Packer C,10.61
ORD-1129,Shipping Label Generated,2025-03-24 19:56,Shipping System,2.83
ORD-1129,Dispatched to Carrier,2025-03-25 1:51,Dispatch Team A,12.16
ORD-1129,In Transit,2025-03-29 22:51,DHL,26.23
ORD-1129,Delivered,2025-03-30 18:51,FedEx,8.97
ORD-1129,Delivery Confirmed,2025-03-31 11:51,System Auto,5.88
ORD-1130,Order Placed,2025-01-07 10:00,Mobile App,9.4
ORD-1130,Order Confirmed,2025-01-07 10:17,Sales Agent A,10.82
ORD-1130,Payment Processed,2025-01-07 11:38,Payment Gateway,14.21
ORD-1130,Inventory Checked,2025-01-07 12:32,Inventory Clerk B,7.67
ORD-1130,Out of Stock,2025-01-07 13:32,Warehouse System,12.83
ORD-1130,Backorder Placed,2025-01-07 18:32,Procurement Team,3.32
ORD-1130,Stock Replenished,2025-01-14 4:32,Procurement Team,9.42
ORD-1130,Order Picked,2025-01-14 10:32,Picker A,5.72
ORD-1130,Quality Inspection,2025-01-14 12:05,QC Inspector A,14.65
ORD-1130,Order Packed,2025-01-14 12:26,Packer B,11.81
ORD-1130,Shipping Label Generated,2025-01-14 12:42,Logistics Coord,6.38
ORD-1130,Dispatched to Carrier,2025-01-14 14:54,Dispatch Team A,11.19
ORD-1130,In Transit,2025-01-15 10:54,DHL,29.73
ORD-1130,Delivered,2025-01-16 10:54,Local Courier,46.18
ORD-1130,Delivery Confirmed,2025-01-17 9:54,Customer Service,14.47
ORD-1131,Order Placed,2025-02-17 4:00,Web Portal,7.09
ORD-1131,Order Confirmed,2025-02-17 4:13,Sales Agent B,0.57
ORD-1131,Payment Processed,2025-02-17 4:40,Finance Team,7.84
ORD-1131,Inventory Checked,2025-02-17 7:13,Warehouse System,7.8
ORD-1131,Order Picked,2025-02-17 10:22,Picker A,12.14
ORD-1131,Quality Inspection,2025-02-17 11:04,QC Inspector B,10.57
ORD-1131,Order Packed,2025-02-17 12:02,Packer C,7.51
ORD-1131,Shipping Label Generated,2025-02-17 12:14,Logistics Coord,14.44
ORD-1131,Dispatched to Carrier,2025-02-17 16:38,Dispatch Team B,13.5
ORD-1131,In Transit,2025-02-18 7:38,FedEx,10.23
ORD-1131,Delivered,2025-02-18 10:38,FedEx,33.51
ORD-1131,Delivery Confirmed,2025-02-19 1:38,System Auto,12.1
ORD-1132,Order Placed,2025-03-12 9:00,Customer Service,0.64
ORD-1132,Order Confirmed,2025-03-12 9:27,Sales Agent A,4.1
ORD-1132,Payment Processed,2025-03-12 9:43,Finance Team,10.27
ORD-1132,Inventory Checked,2025-03-12 11:20,Warehouse System,8.54
ORD-1132,Order Cancelled,2025-03-12 14:20,System Auto,5.05
ORD-1132,Refund Initiated,2025-03-12 18:20,Finance Team,3.15
ORD-1133,Order Placed,2025-02-02 10:00,Web Portal,3.91
ORD-1133,Order Confirmed,2025-02-02 10:08,Sales Agent A,3.5
ORD-1133,Payment Processed,2025-02-02 10:38,Payment Gateway,12.63
ORD-1133,Inventory Checked,2025-02-02 12:19,Warehouse System,11.79
ORD-1133,Order Picked,2025-02-02 13:35,Picker A,10.3
ORD-1133,Quality Inspection,2025-02-02 15:09,QC Inspector B,9.4
ORD-1133,Order Packed,2025-02-02 16:28,Packer A,12.8
ORD-1133,Shipping Label Generated,2025-02-02 16:44,Logistics Coord,7.64
ORD-1133,Dispatched to Carrier,2025-02-02 22:08,Dispatch Team B,7.62
ORD-1133,In Transit,2025-02-07 11:08,Local Courier,17.61
ORD-1133,Delivered,2025-02-07 19:08,Local Courier,10.77
ORD-1133,Delivery Confirmed,2025-02-09 5:08,Customer Service,7.44
ORD-1134,Order Placed,2025-01-06 13:00,Mobile App,12.98
ORD-1134,Order Confirmed,2025-01-06 13:25,System Auto,7.13
ORD-1134,Payment Processed,2025-01-06 13:45,Finance Team,5.08
ORD-1134,Inventory Checked,2025-01-06 13:57,Warehouse System,10.27
ORD-1134,Order Picked,2025-01-06 17:26,Picker A,5.22
ORD-1134,Quality Inspection,2025-01-06 18:54,QC Inspector B,3.21
ORD-1134,Order Packed,2025-01-06 19:37,Packer A,4.41
ORD-1134,Shipping Label Generated,2025-01-06 20:01,Logistics Coord,5.81
ORD-1134,Dispatched to Carrier,2025-01-07 0:46,Dispatch Team B,3.55
ORD-1134,In Transit,2025-01-11 5:46,FedEx,21.43
ORD-1134,Delivered,2025-01-11 18:46,FedEx,25.28
ORD-1134,Delivery Confirmed,2025-01-13 7:46,System Auto,14.7
ORD-1135,Order Placed,2025-02-09 0:00,Customer Service,4.41
ORD-1135,Order Confirmed,2025-02-09 0:08,Sales Agent B,6.77
ORD-1135,Payment Processed,2025-02-09 1:01,Payment Gateway,2.61
ORD-1135,Inventory Checked,2025-02-09 1:49,Inventory Clerk A,12.18
ORD-1135,Order Picked,2025-02-09 3:34,Robot Picker,7.74
ORD-1135,Quality Rejected,2025-02-09 5:32,QC Inspector B,11.89
ORD-1135,Order Picked,2025-02-09 8:20,Picker C,8.65
ORD-1135,Quality Inspection,2025-02-09 9:42,QC Inspector A,6.28
ORD-1135,Order Packed,2025-02-09 10:12,Packer A,3.62
ORD-1135,Shipping Label Generated,2025-02-09 10:25,Logistics Coord,12.67
ORD-1135,Dispatched to Carrier,2025-02-09 11:44,Dispatch Team B,11.3
ORD-1135,In Transit,2025-02-11 8:44,FedEx,21.21
ORD-1135,Delivered,2025-02-12 2:44,FedEx,20.49
ORD-1135,Delivery Confirmed,2025-02-13 5:44,System Auto,5.59
ORD-1136,Order Placed,2025-02-03 22:00,Customer Service,9.91
ORD-1136,Order Confirmed,2025-02-03 22:06,Sales Agent A,5.65
ORD-1136,Payment Failed,2025-02-03 23:37,Payment Gateway,11.73
ORD-1136,Payment Retry,2025-02-04 14:37,Payment Gateway,6.03
ORD-1136,Payment Processed,2025-02-04 15:18,Finance Team,9.66
ORD-1136,Inventory Checked,2025-02-04 16:05,Warehouse System,9.79
ORD-1136,Order Picked,2025-02-04 19:12,Robot Picker,9.65
ORD-1136,Quality Inspection,2025-02-04 20:35,QC Inspector B,12.81
ORD-1136,Order Packed,2025-02-04 20:54,Packer A,2.85
ORD-1136,Shipping Label Generated,2025-02-04 21:06,Logistics Coord,5.09
ORD-1136,Dispatched to Carrier,2025-02-05 0:05,Dispatch Team B,9.28
ORD-1136,In Transit,2025-02-07 14:05,FedEx,44.95
ORD-1136,Delivered,2025-02-08 2:05,Local Courier,31.41
ORD-1136,Delivery Confirmed,2025-02-09 7:05,Customer Service,2.93
ORD-1137,Order Placed,2025-01-04 22:00,Web Portal,10.1
ORD-1137,Order Confirmed,2025-01-04 22:24,Sales Agent B,11.37
ORD-1137,Payment Processed,2025-01-04 22:55,Payment Gateway,6.26
ORD-1137,Inventory Checked,2025-01-04 23:29,Warehouse System,14.08
ORD-1137,Order Picked,2025-01-05 3:46,Picker A,0.88
ORD-1137,Quality Inspection,2025-01-05 4:46,QC Inspector A,2.01
ORD-1137,Order Packed,2025-01-05 6:15,Packer A,1.72
ORD-1137,Shipping Label Generated,2025-01-05 6:32,Logistics Coord,3.83
ORD-1137,Dispatched to Carrier,2025-01-05 9:27,Dispatch Team B,9.58
ORD-1137,In Transit,2025-01-06 13:27,Local Courier,42.73
ORD-1137,Delivered,2025-01-06 14:27,DHL,34.86
ORD-1137,Delivery Confirmed,2025-01-07 11:27,Customer Service,7.27
ORD-1138,Order Placed,2025-02-16 11:00,Web Portal,14.56
ORD-1138,Order Confirmed,2025-02-16 11:23,Sales Agent B,3.07
ORD-1138,Payment Processed,2025-02-16 12:44,Finance Team,9.65
ORD-1138,Inventory Checked,2025-02-16 15:36,Inventory Clerk B,6.81
ORD-1138,Order Picked,2025-02-16 21:18,Picker C,13.68
ORD-1138,Quality Inspection,2025-02-16 22:29,QC Inspector A,12.17
ORD-1138,Order Packed,2025-02-16 23:35,Packer B,5.8
ORD-1138,Shipping Label Generated,2025-02-16 23:48,Shipping System,4.9
ORD-1138,Dispatched to Carrier,2025-02-17 0:18,Dispatch Team A,5.49
ORD-1138,In Transit,2025-02-20 0:18,Local Courier,5.37
ORD-1138,Delivered,2025-02-20 16:18,FedEx,18.48
ORD-1138,Delivery Confirmed,2025-02-21 20:18,Customer Service,9.16
ORD-1139,Order Placed,2025-01-02 5:00,Web Portal,6.47
ORD-1139,Order Confirmed,2025-01-02 5:18,Sales Agent A,6.22
ORD-1139,Payment Processed,2025-01-02 5:43,Finance Team,12.51
ORD-1139,Inventory Checked,2025-01-02 6:49,Inventory Clerk A,1.65
ORD-1139,Order Picked,2025-01-02 12:24,Picker B,7.99
ORD-1139,Quality Inspection,2025-01-02 14:16,QC Inspector B,4.63
ORD-1139,Order Packed,2025-01-02 15:34,Packer B,6.49
ORD-1139,Shipping Label Generated,2025-01-02 15:41,Shipping System,2.48
ORD-1139,Dispatched to Carrier,2025-01-02 17:07,Dispatch Team B,9.46
ORD-1139,In Transit,2025-01-04 15:07,Local Courier,33.02
ORD-1139,Delivered,2025-01-04 22:07,FedEx,5.87
ORD-1139,Delivery Confirmed,2025-01-05 2:07,System Auto,3.2
ORD-1140,Order Placed,2025-01-18 10:00,Web Portal,10.87
ORD-1140,Order Confirmed,2025-01-18 10:24,System Auto,3.88
ORD-1140,Payment Processed,2025-01-18 10:48,Payment Gateway,7.66
ORD-1140,Inventory Checked,2025-01-18 12:25,Inventory Clerk A,5.02
ORD-1140,Order Picked,2025-01-18 19:29,Robot Picker,14.97
ORD-1140,Quality Inspection,2025-01-18 20:38,QC Inspector A,5.29
ORD-1140,Order Packed,2025-01-18 21:06,Packer A,4.36
ORD-1140,Shipping Label Generated,2025-01-18 21:23,Shipping System,8.38
ORD-1140,Dispatched to Carrier,2025-01-18 23:25,Dispatch Team A,13.49
ORD-1140,In Transit,2025-01-20 19:25,FedEx,42.27
ORD-1140,Delivered,2025-01-20 23:25,Local Courier,16.2
ORD-1140,Delivery Confirmed,2025-01-22 4:25,System Auto,11.2
ORD-1141,Order Placed,2025-01-06 17:00,Customer Service,11.68
ORD-1141,Order Confirmed,2025-01-06 17:17,Sales Agent B,14.74
ORD-1141,Payment Processed,2025-01-06 18:22,Finance Team,10.38
ORD-1141,Inventory Checked,2025-01-06 19:51,Inventory Clerk A,2.8
ORD-1141,Order Picked,2025-01-07 2:18,Picker A,11.3
ORD-1141,Quality Inspection,2025-01-07 3:38,QC Inspector A,4.17
ORD-1141,Order Packed,2025-01-07 4:26,Packer A,5.73
ORD-1141,Shipping Label Generated,2025-01-07 4:32,Shipping System,14.61
ORD-1141,Dispatched to Carrier,2025-01-07 7:02,Dispatch Team B,5.21
ORD-1141,In Transit,2025-01-08 16:02,FedEx,31.31
ORD-1141,Delivered,2025-01-09 5:02,DHL,5.4
ORD-1141,Delivery Confirmed,2025-01-09 8:02,Customer Service,10.48
ORD-1142,Order Placed,2025-01-27 10:00,Web Portal,4.11
ORD-1142,Order Confirmed,2025-01-27 10:16,System Auto,10.45
ORD-1142,Payment Processed,2025-01-27 11:04,Payment Gateway,1.37
ORD-1142,Inventory Checked,2025-01-27 13:59,Warehouse System,10.67
ORD-1142,Order Picked,2025-01-27 20:59,Picker A,2.32
ORD-1142,Quality Inspection,2025-01-27 21:38,QC Inspector B,14.73
ORD-1142,Order Packed,2025-01-27 22:32,Packer B,11.13
ORD-1142,Shipping Label Generated,2025-01-27 22:37,Logistics Coord,5.69
ORD-1142,Dispatched to Carrier,2025-01-28 0:15,Dispatch Team B,13.53
ORD-1142,In Transit,2025-01-31 2:15,Local Courier,24.69
ORD-1142,Delivered,2025-01-31 12:15,Local Courier,36.37
ORD-1142,Delivery Confirmed,2025-02-01 1:15,System Auto,8.38
ORD-1143,Order Placed,2025-02-25 5:00,Mobile App,13.08
ORD-1143,Order Confirmed,2025-02-25 5:20,Sales Agent B,2.82
ORD-1143,Payment Processed,2025-02-25 6:32,Payment Gateway,7.02
ORD-1143,Inventory Checked,2025-02-25 7:49,Inventory Clerk B,5.82
ORD-1143,Out of Stock,2025-02-25 8:49,Warehouse System,11.14
ORD-1143,Backorder Placed,2025-02-25 9:49,Procurement Team,11.75
ORD-1143,Stock Replenished,2025-02-28 22:49,Warehouse System,10.95
ORD-1143,Order Picked,2025-03-01 4:41,Robot Picker,3.25
ORD-1143,Quality Inspection,2025-03-01 6:18,QC Inspector B,11.6
ORD-1143,Order Packed,2025-03-01 6:47,Packer C,4.61
ORD-1143,Shipping Label Generated,2025-03-01 7:05,Logistics Coord,2.1
ORD-1143,Dispatched to Carrier,2025-03-01 12:02,Dispatch Team A,1.13
ORD-1143,In Transit,2025-03-02 16:02,DHL,44.31
ORD-1143,Delivered,2025-03-02 23:02,DHL,26.84
ORD-1143,Delivery Confirmed,2025-03-03 6:02,System Auto,8.78
ORD-1144,Order Placed,2025-03-08 7:00,Customer Service,9.55
ORD-1144,Order Confirmed,2025-03-08 7:19,Sales Agent A,1.21
ORD-1144,Payment Failed,2025-03-08 7:52,Payment Gateway,0.69
ORD-1144,Payment Retry,2025-03-08 14:52,Finance Team,13.96
ORD-1144,Payment Processed,2025-03-08 16:43,Payment Gateway,7.29
ORD-1144,Inventory Checked,2025-03-08 19:36,Warehouse System,5.73
ORD-1144,Order Picked,2025-03-09 2:11,Robot Picker,12.42
ORD-1144,Quality Inspection,2025-03-09 4:02,QC Inspector A,12.44
ORD-1144,Order Packed,2025-03-09 4:46,Packer C,1.09
ORD-1144,Shipping Label Generated,2025-03-09 4:53,Logistics Coord,1.63
ORD-1144,Dispatched to Carrier,2025-03-09 7:13,Dispatch Team A,1.97
ORD-1144,In Transit,2025-03-11 0:13,Local Courier,22.34
ORD-1144,Delivered,2025-03-11 7:13,Local Courier,34.56
ORD-1144,Delivery Confirmed,2025-03-12 20:13,System Auto,8.6
ORD-1145,Order Placed,2025-03-12 20:00,Customer Service,8.86
ORD-1145,Order Confirmed,2025-03-12 20:22,Sales Agent A,10.69
ORD-1145,Payment Processed,2025-03-12 21:21,Payment Gateway,2.92
ORD-1145,Inventory Checked,2025-03-12 22:17,Inventory Clerk B,6.32
ORD-1145,Out of Stock,2025-03-13 1:17,Warehouse System,8.24
ORD-1145,Backorder Placed,2025-03-13 6:17,Procurement Team,14.04
ORD-1145,Stock Replenished,2025-03-17 14:17,Warehouse System,12.75
ORD-1145,Order Picked,2025-03-17 18:03,Robot Picker,12.48
ORD-1145,Quality Inspection,2025-03-17 18:54,QC Inspector A,8.67
ORD-1145,Order Packed,2025-03-17 19:31,Packer B,11.6
ORD-1145,Shipping Label Generated,2025-03-17 19:59,Logistics Coord,5.72
ORD-1145,Dispatched to Carrier,2025-03-18 0:20,Dispatch Team B,14.42
ORD-1145,In Transit,2025-03-18 12:20,Local Courier,6.56
ORD-1145,Delivered,2025-03-18 22:20,Local Courier,5.73
ORD-1145,Delivery Confirmed,2025-03-19 7:20,Customer Service,0.6
ORD-1146,Order Placed,2025-02-07 20:00,Mobile App,0.81
ORD-1146,Order Confirmed,2025-02-07 20:27,Sales Agent B,12.42
ORD-1146,Payment Processed,2025-02-07 21:42,Payment Gateway,1.87
ORD-1146,Inventory Checked,2025-02-07 23:49,Inventory Clerk A,2.76
ORD-1146,Order Picked,2025-02-08 2:19,Picker C,13.4
ORD-1146,Quality Inspection,2025-02-08 3:00,QC Inspector A,4.22
ORD-1146,Order Packed,2025-02-08 3:48,Packer A,8.77
ORD-1146,Shipping Label Generated,2025-02-08 4:11,Shipping System,11.15
ORD-1146,Dispatched to Carrier,2025-02-08 7:27,Dispatch Team B,3.01
ORD-1146,In Transit,2025-02-13 4:27,Local Courier,36.63
ORD-1146,Delivered,2025-02-13 8:27,Local Courier,33.9
ORD-1146,Delivery Confirmed,2025-02-13 11:27,Customer Service,1.64
ORD-1147,Order Placed,2025-01-10 13:00,Mobile App,5.54
ORD-1147,Order Confirmed,2025-01-10 13:27,Sales Agent A,6.54
ORD-1147,Payment Processed,2025-01-10 15:23,Payment Gateway,13.11
ORD-1147,Inventory Checked,2025-01-10 16:31,Inventory Clerk B,9.97
ORD-1147,Order Picked,2025-01-10 21:54,Picker A,9.69
ORD-1147,Quality Inspection,2025-01-10 23:24,QC Inspector B,1.28
ORD-1147,Order Packed,2025-01-11 0:41,Packer A,5.13
ORD-1147,Shipping Label Generated,2025-01-11 1:04,Shipping System,5.24
ORD-1147,Dispatched to Carrier,2025-01-11 3:27,Dispatch Team A,1.23
ORD-1147,In Transit,2025-01-15 12:27,FedEx,48.7
ORD-1147,Delivery Failed,2025-01-16 8:27,Local Courier,7.82
ORD-1147,Rescheduled Delivery,2025-01-17 10:27,Logistics Coord,4.7
ORD-1147,In Transit,2025-01-20 0:27,DHL,10.95
ORD-1147,Delivered,2025-01-20 3:27,FedEx,30.71
ORD-1147,Delivery Confirmed,2025-01-20 7:27,Customer Service,4.31
ORD-1148,Order Placed,2025-03-10 0:00,Customer Service,2.39
ORD-1148,Order Confirmed,2025-03-10 0:05,Sales Agent A,8.61
ORD-1148,Payment Processed,2025-03-10 1:12,Finance Team,9.96
ORD-1148,Inventory Checked,2025-03-10 2:12,Inventory Clerk B,9.43
ORD-1148,Order Picked,2025-03-10 8:43,Picker B,4.01
ORD-1148,Quality Inspection,2025-03-10 9:27,QC Inspector B,5.19
ORD-1148,Order Packed,2025-03-10 10:50,Packer A,2.13
ORD-1148,Shipping Label Generated,2025-03-10 11:08,Logistics Coord,5.8
ORD-1148,Dispatched to Carrier,2025-03-10 13:15,Dispatch Team B,5.5
ORD-1148,In Transit,2025-03-14 12:15,DHL,39.64
ORD-1148,Delivered,2025-03-14 18:15,FedEx,32.73
ORD-1148,Delivery Confirmed,2025-03-15 23:15,System Auto,6.89
ORD-1149,Order Placed,2025-02-09 20:00,Mobile App,2.76
ORD-1149,Order Confirmed,2025-02-09 20:24,System Auto,2.13
ORD-1149,Payment Processed,2025-02-09 20:35,Payment Gateway,14.26
ORD-1149,Inventory Checked,2025-02-09 21:22,Inventory Clerk A,0.7
ORD-1149,Order Picked,2025-02-10 3:32,Picker A,4.92
ORD-1149,Quality Inspection,2025-02-10 4:42,QC Inspector A,5.31
ORD-1149,Order Packed,2025-02-10 6:00,Packer A,3.46
ORD-1149,Shipping Label Generated,2025-02-10 6:21,Logistics Coord,8.46
ORD-1149,Dispatched to Carrier,2025-02-10 12:09,Dispatch Team A,10.58
ORD-1149,In Transit,2025-02-14 13:09,DHL,21.95
ORD-1149,Delivered,2025-02-15 11:09,Local Courier,6.96
ORD-1149,Delivery Confirmed,2025-02-15 22:09,System Auto,4.62
ORD-1150,Order Placed,2025-02-16 7:00,Customer Service,14.21
ORD-1150,Order Confirmed,2025-02-16 7:03,Sales Agent A,10.08
ORD-1150,Payment Processed,2025-02-16 8:32,Finance Team,13.03
ORD-1150,Inventory Checked,2025-02-16 8:46,Inventory Clerk A,13.08
ORD-1150,Order Picked,2025-02-16 14:33,Robot Picker,3.85
ORD-1150,Quality Inspection,2025-02-16 15:31,QC Inspector A,13.61
ORD-1150,Order Packed,2025-02-16 16:43,Packer C,8.21
ORD-1150,Shipping Label Generated,2025-02-16 16:53,Shipping System,7.76
ORD-1150,Dispatched to Carrier,2025-02-16 21:17,Dispatch Team A,1.08
ORD-1150,In Transit,2025-02-20 4:17,FedEx,20.01
ORD-1150,Delivered,2025-02-20 17:17,Local Courier,12.07
ORD-1150,Delivery Confirmed,2025-02-21 16:17,Customer Service,5.65
ORD-1151,Order Placed,2025-02-21 14:00,Customer Service,4.5
ORD-1151,Order Confirmed,2025-02-21 14:02,Sales Agent B,4.24
ORD-1151,Payment Processed,2025-02-21 14:56,Payment Gateway,14.19
ORD-1151,Inventory Checked,2025-02-21 16:17,Warehouse System,2.7
ORD-1151,Order Picked,2025-02-22 0:11,Robot Picker,10.03
ORD-1151,Quality Inspection,2025-02-22 0:32,QC Inspector B,8.05
ORD-1151,Order Packed,2025-02-22 2:00,Packer C,10.45
ORD-1151,Shipping Label Generated,2025-02-22 2:18,Shipping System,8.81
ORD-1151,Dispatched to Carrier,2025-02-22 6:26,Dispatch Team B,13.69
ORD-1151,In Transit,2025-02-24 12:26,FedEx,29.4
ORD-1151,Delivered,2025-02-24 19:26,Local Courier,11.24
ORD-1151,Delivery Confirmed,2025-02-26 6:26,System Auto,13.01
ORD-1152,Order Placed,2025-02-22 17:00,Customer Service,13.69
ORD-1152,Order Confirmed,2025-02-22 17:14,System Auto,10.02
ORD-1152,Payment Failed,2025-02-22 18:31,Payment Gateway,5.1
ORD-1152,Payment Retry,2025-02-23 12:31,Payment Gateway,3.17
ORD-1152,Payment Processed,2025-02-23 14:23,Payment Gateway,11.04
ORD-1152,Inventory Checked,2025-02-23 15:54,Inventory Clerk A,14.44
ORD-1152,Order Picked,2025-02-23 18:44,Robot Picker,11.31
ORD-1152,Quality Inspection,2025-02-23 20:39,QC Inspector B,2.7
ORD-1152,Order Packed,2025-02-23 21:13,Packer A,2.41
ORD-1152,Shipping Label Generated,2025-02-23 21:18,Logistics Coord,9.28
ORD-1152,Dispatched to Carrier,2025-02-24 3:01,Dispatch Team A,9.15
ORD-1152,In Transit,2025-02-25 20:01,Local Courier,6.17
ORD-1152,Delivered,2025-02-25 23:01,Local Courier,40.09
